,HS부호,한글품목명,영문품목명,중량단위코드
0,101211000,농가 사육용,For farm breeding,KG
1,101219000,기타,Other,KG
2,101291000,경주말,Horses for racing,KG
3,101299000,기타,Other,KG
4,101300000,당나귀,Asses,KG
5,101900000,기타,Other,KG
6,102211000,젖소,For milk ,KG
7,102212000,육우(肉牛),For meat,KG
8,102219000,기타,Other,KG
9,102291000,젖소,For milk ,KG
10,102292000,육우(肉牛),For meat,KG
11,102299000,기타,Other,KG
12,102310000,번식용,Pure-bred breeding animals,KG
13,102391000,젖소,For milk ,KG
14,102392000,육우(肉牛),For meat,KG
15,102399000,기타,Other,KG
16,102901000,번식용,Pure-bred breeding animals,KG
17,1029090,기타,Other,
18,102909010,젖소,For milk,KG
19,102909020,육우(肉牛),For meat,KG
20,102909090,기타,Other,KG
21,103100000,번식용,Pure-bred breeding animals,KG
22,103910000,중량이 50킬로그램 미만인 것,Weighing less than 50 kg,KG
23,103920000,중량이 50킬로그램 이상인 것,Weighing 50 kg or more,KG
24,104101000,번식용,Pure-bred breeding animals,KG
25,104109000,기타,Other,KG
26,104201000,젖염소,Milk goats,KG
27,104209000,기타,Other,KG
28,105111000,번식용,Pure-bred breeding animals,KG
29,105119000,기타,Other,KG
30,105120000,칠면조,Turkeys,KG
31,105131000,번식용,Pure-bred breeding animals,KG
32,105139000,기타,Other,KG
33,105140000,거위,Geese,KG
34,105150000,기니아새,Guinea fowls,KG
35,105941000,번식용,Pure-bred breeding animals,KG
36,105949000,기타,Other,KG
37,1059910,오리,Ducks,
38,105991010,번식용,Pure-bred breeding animals,KG
39,105991090,기타,Other,KG
40,105992000,칠면조,Turkeys,KG
41,105999000,기타,Other,KG
42,106110000,영장류,Primates,KG
43,106121000,"고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)","Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia)",KG
44,106122000,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)","Seals, sea lions and walruses (mammals of the suborder Pinnipedia)",KG
45,106130000,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],Camels and other camelids (Camelidae),KG
46,106141000,번식용,Pure-bred breeding animals,KG
47,106149000,기타,Other,KG
48,106191000,개,Dogs,KG
49,106193000,사슴,Deer,KG
50,106194000,곰,Bears,KG
51,1061950,여우,Fox,
52,106195010,번식용,Pure-bred breeding animals,KG
53,106195090,기타,Other,KG
54,1061960,밍크,Mink,
55,106196010,번식용,Pure-bred breeding animals,KG
56,106196090,기타,Other,KG
57,106199000,기타,Other,KG
58,106201000,뱀,Snakes,KG
59,106202000,자라,Fresh-water tortoises,KG
60,106203000,거북,Turtles,KG
61,106209000,기타,Other,KG
62,106310000,맹금류,Birds of prey,KG
63,106320000,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",KG
64,106330000,타조와 에뮤(emus)[드로마이어스 노배홀란디애(Dromaius novaehollandiae)],Ostriches; emus (Dromaius novaehollandiae),KG
65,106390000,기타,Other,KG
66,106410000,벌,Bees,KG
67,106490000,기타,Other,KG
68,106901000,양서류,Amphibia,KG
69,1069030,환형동물류,Annelida,
70,106903010,갯지렁이,Lug worms,KG
71,106903020,실지렁이,Sludge worms,KG
72,106903090,기타,Other,KG
73,106909000,기타,Other,KG
74,201100000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
75,201201000,갈비,Short ribs,KG
76,201209000,기타,Other,KG
77,201300000,뼈 없는 것,Boneless,KG
78,202100000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
79,202201000,갈비,Short ribs,KG
80,202209000,기타,Other,KG
81,202300000,뼈 없는 것,Boneless,KG
82,203110000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
83,203120000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",KG
84,203191000,삼겹살,Streaky pork,KG
85,203199000,기타,Other,KG
86,203210000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
87,203220000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",KG
88,203291000,삼겹살,Streaky pork,KG
89,203299000,기타,Other,KG
90,204100000,어린 면양의 도체(屠體)와 이분도체(二分屠體)(신선한 것이나 냉장한 것으로 한정한다),"Carcasses and half-carcasses of lamb, fresh or chilled",KG
91,204210000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
92,204220000,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,KG
93,204230000,뼈 없는 것,Boneless,KG
94,204300000,어린 면양의 도체(屠體)와 이분도체(二分屠體)(냉동한 것으로 한정한다),"Carcasses and half-carcasses of lamb, frozen",KG
95,204410000,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,KG
96,204420000,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,KG
97,204430000,뼈 없는 것,Boneless,KG
98,204500000,염소의 고기,Meat of goats,KG
99,205000000,"말ㆍ당나귀ㆍ노새ㆍ버새의 고기(신선한 것, 냉장하거나 냉동한 것으로 한정한다)","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",KG
100,206100000,소의 것(신선한 것이나 냉장한 것으로 한정한다),"Of bovine animals, fresh or chilled",KG
101,206210000,혀,Tongues,KG
102,206220000,간,Livers,KG
103,206291000,꼬리,Tails,KG
104,206292000,족,Feet,KG
105,206299000,기타,Other,KG
106,206300000,돼지의 것(신선한 것이나 냉장한 것으로 한정한다),"Of swine, fresh or chilled",KG
107,206410000,간,Livers,KG
108,206491000,족,Feet,KG
109,206499000,기타,Other,KG
110,206800000,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",KG
111,206900000,기타(냉동한 것으로 한정한다),"Other, frozen",KG
112,207110000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",KG
113,207120000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",KG
114,207131000,절단육,Cuts,KG
115,2071320,설육(屑肉),Offal,
116,207132010,간,Liver,KG
117,207132090,기타,Other,KG
118,2071410,절단육,Cuts,
119,207141010,다리,Leg,KG
120,207141020,가슴,Breast,KG
121,207141030,날개,Wing,KG
122,207141090,기타,Other,KG
123,2071420,설육(屑肉),Offal,
124,207142010,간,Liver,KG
125,207142090,기타,Other,KG
126,207240000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",KG
127,207250000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",KG
128,207261000,절단육,Cuts,KG
129,2072620,설육(屑肉),Offal,
130,207262010,간,Liver,KG
131,207262090,기타,Other,KG
132,207271000,절단육,Cuts,KG
133,2072720,설육(屑肉),Offal,
134,207272010,간,Liver,KG
135,207272090,기타,Other,KG
136,207410000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",KG
137,207420000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",KG
138,207430000,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",KG
139,207441000,절단육,Cuts,KG
140,2074420,설육(屑肉),Offal,
141,207442010,간,Liver,KG
142,207442090,기타,Other,KG
143,207451000,절단육,Cuts,KG
144,2074520,설육(屑肉),Offal,
145,207452010,간,Liver,KG
146,207452090,기타,Other,KG
147,207510000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",KG
148,207520000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",KG
149,207530000,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",KG
150,207541000,절단육,Cuts,KG
151,2075420,설육(屑肉),Offal,
152,207542010,간,Liver,KG
153,207542090,기타,Other,KG
154,207551000,절단육,Cuts,KG
155,2075520,설육(屑肉),Offal,
156,207552010,간,Liver,KG
157,207552090,기타,Other,KG
158,207601000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",KG
159,207602000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",KG
160,207603,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",
161,207603100,절단육,Cuts,KG
162,2076032,설육(屑肉),Offal,
163,207603210,간,Liver,KG
164,207603290,기타,Other,KG
165,207604,기타(냉동한 것으로 한정한다),"Other, frozen",
166,207604100,절단육,Cuts,KG
167,2076042,설육(屑肉),Offal,
168,207604210,간,Liver,KG
169,207604290,기타,Other,KG
170,208100000,토끼의 것,Of rabbits or hares,KG
171,208300000,영장류의 것,Of primates,KG
172,208401000,"고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",KG
173,208402000,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",KG
174,208500000,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),KG
175,208600000,낙타와 그 밖의 낙타과[카멜리대(Camelidae)과]의 것,Of camels and other camelids (Camelidae),KG
176,208901000,사슴의 것,Of deer,KG
177,2089090,기타,Other,
178,208909010,해양동물의 것,Of marine animals,KG
179,208909090,기타,Other,KG
180,209100000,돼지의 것,Of pigs,KG
181,209900000,기타,Other,KG
182,210110000,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",KG
183,210120000,복부살(삼겹살)과 이를 절단한 것,Bellies (streaky) and cuts thereof,KG
184,210190000,기타,Other,KG
185,210201000,건조하거나 훈제한 것,Dried or smoked,KG
186,210209000,기타,Other,KG
187,210910000,영장류의 것,Of primates,KG
188,210921000,"고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",KG
189,210922000,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",KG
190,210930000,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),KG
191,2109910,육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루,Edible flours and meals of meat or meat offal,
192,210991010,소의 것,Of bovine animals,KG
193,210991090,기타,Other,KG
194,2109990,기타,Other,
195,210999020,가금(家禽)류의 것,Of poultry,KG
196,210999090,기타,Other,KG
197,301111000,비단잉어,Fancy carp,KG
198,301119000,기타,Other,KG
199,301190000,기타,Other,KG
200,301910000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
201,301921000,실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다),"Glass eels(Not exceeding 0.3g per unit, for aquaculture)",KG
202,301922000,새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다),"Young eels(exceeding 0.3g and not exceeding 50g per unit, for aquaculture)",KG
203,3019290,기타,Other,
204,301929010,실뱀장어(양식용은 제외한다),"Glass eels, other than for aquaculture",KG
205,301929090,기타,Other,KG
206,301931000,붕어[카라시우스(Carassius)속],Crusian carp (Carassius spp.),KG
207,301939000,기타,Other,KG
208,301940000,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)],"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",KG
209,301950000,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],Southern bluefin tunas (Thunnus maccoyii),KG
210,301992000,방어,Yellow tail,KG
211,3019940,돔,Sea-bream,
212,301994010,치어(稚魚)(양식용으로 한정한다),Fry (for aquaculture),KG
213,30199409,기타,Other,
214,301994091,참돔[파그루스 마조르(Pagrus major)] ,Red seabream (Pagrus major),KG
215,301994099,기타,Other,KG
216,301995000,붕장어,Conger eel,KG
217,301996000,갯장어,Sharp toothed eel,KG
218,301997000,먹장어,Hagfish,KG
219,301998000,넙치류[플루로넥티대(Pleuronectidae)과ㆍ바디대(Bothidae)과ㆍ사이노글로시대(Cynoglossidae)과ㆍ솔레이대(Soleidae)과ㆍ스코프탈미대(Scophthalmidae)과ㆍ시타리대(Citharidae)과],"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",KG
220,3019990,기타,Other,
221,301999010,능성어,True bass,KG
222,301999020,복어,Puffers,KG
223,301999040,볼락(적어를 포함한다),Rock fish (including pacific ocean perch),KG
224,30199905,농어,Sea bass,
225,301999051,치어(稚魚)(양식용으로 한정한다),Fry (for aquaculture),KG
226,301999059,기타,Other,KG
227,301999060,숭어,Mullets,KG
228,301999070,미꾸라지,Loaches,KG
229,301999080,메기,Cat fishes,KG
230,30199909,기타,Other,
231,301999091,노래미[헥사그라모스(Hexagrammos)속ㆍ아그라무스(Agrammus)속],"Rock Trout (Hexagrammos spp., Agrammus spp.)",KG
232,301999092,붕어[카라시우스(Carassius)속은 제외한다],Crusian carp (Other than Cyprinus spp.),KG
233,301999095,민어,Croakers,KG
234,301999099,기타,Other,KG
235,302110000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
236,302130000,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)],"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",KG
237,302140000,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)],Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),KG
238,302190000,기타,Other,KG
239,302210000,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)],"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",KG
240,302220000,가자미[플루로넥테스 플라테사(Pleuronectes platessa)],Plaice (Pleuronectes platessa),KG
241,302230000,서대[솔레아(Solea)속],Sole (Solea spp.),KG
242,302240000,터벗(turbots)[프세타 맥시마(Psetta maxima)],Turbots (Psetta maxima),KG
243,302290000,기타,Other,KG
244,302310000,날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)],Albacore or longfinned tunas (Thunnus alalunga),KG
245,302320000,황다랑어[터너스 알바카레스(Thunnus albacares)],Yellowfin tunas (Thunnus albacares),KG
246,302330000,가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)],Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),KG
247,302340000,눈다랑어[터너스 오베서스(Thunnus obesus)],Bigeye tunas (Thunnus obesus),KG
248,302351000,대서양 참다랑어[터너스 티너스 (Thunnus thynnus)],Atlantic bluefin tunas (Thunnus thynnus),KG
249,302352000,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)],Pacific bluefin tunas (Thunnus orientalis),KG
250,302360000,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],Southern bluefin tunas (Thunnus maccoyii),KG
251,302390000,기타,Other,KG
252,302410000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",KG
253,302420000,멸치[엔그라울리스(Engraulis)속],Anchovies (Engraulis spp.),KG
254,302430000,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",KG
255,302440000,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)],"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",KG
256,302450000,전갱이[트라커러스(Trachurus)속],Jack and horse mackerel (Trachurus spp.),KG
257,302460000,날쌔기[라키센트론 카나둠(Rachycentron canadum)],Cobia (Rachycentron canadum),KG
258,302470000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),KG
259,302491000,삼치[스콤버로모러스(Scomberomorus)속],Seerfishes (Scomberomorus spp.),KG
260,302492000,병어[팜푸스(Pampus)속],Silver pomfrets (Pampus spp.),KG
261,302493000,꽁치[콜로라비스 사이라(Cololabis saira)],Pacific saury (Cololabis saira),KG
262,302499000,기타,Other,KG
263,302510000,대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)],"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",KG
264,302520000,해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)],Haddock (Melanogrammus aeglefinus),KG
265,302530000,검정대구[폴라치우스 비렌스(Pollachius virens)],Coalfish (Pollachius virens),KG
266,302540000,민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속],"Hake (Merluccius spp., Urophycis spp.)",KG
267,302550000,명태[테라그라 찰코그라마(Theragra chalcogramma)],Alaska Pollock (Theragra chalcogramma),KG
268,302560000,블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)],"Blue whitings (Micromesistius poutassou, Micromesistius australis)",KG
269,302590000,기타,Other,KG
270,302710000,틸라피아[오레오크로미스(Oreochromis)속],Tilapias (Oreochromis spp.),KG
271,302720000,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KG
272,302730000,잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속],"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",KG
273,302740000,뱀장어[앙귈라(Anguilla)속],Eels (Anguilla spp.),KG
274,302790000,기타,Other,KG
275,302810000,곱상어와 그 밖의 상어,Dogfish and other sharks,KG
276,302820000,가오리와 홍어[라지대(Rajidae)과],Rays and skates (Rajidae),KG
277,302830000,이빨고기[디소스티쿠스(Dissostichus)속],Toothfish (Dissostichus spp.),KG
278,302840000,농어[디센트라르쿠스(Dicentrarchus)속],Seabass (Dicentrarchus spp.),KG
279,302850000,돔[스파리대(Sparidae)과],Seabream (Sparidae),KG
280,302891000,방어,Yellow tail,KG
281,302892000,갈치,Hair tail,KG
282,302893000,붕장어,Conger eel,KG
283,302894000,갯장어,Sharp toothed eel,KG
284,302895000,학꽁치(Hyporhampus sajori),Horn fish (Hyporhampus sajori),KG
285,302896000,돔[스파리대(Sparidae)과는 제외한다],Seabream(other than Sparidae),KG
286,3028990,기타,Other,
287,302899020,복어,Puffers,KG
288,302899040,아귀,Angler (monkfish),KG
289,302899090,기타,Other,KG
290,302911000,간,Livers,KG
291,302912000,어란(魚卵)ㆍ어백(魚白),"Roes, milt",KG
292,302920000,상어 지느러미,Shark fins,KG
293,302990000,기타,Other,KG
294,303110000,소크아이 연어[홍연어(red salmon)][옹코링쿠스 넬카(Oncorhynchus nerka)],Sockeye salmon (red salmon) (Oncorhynchus nerka),KG
295,303120000,그 밖의 태평양 연어[옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)],"Other Pacific salmon(Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",KG
296,303130000,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)],Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),KG
297,303140000,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",KG
298,303190000,기타,Other,KG
299,303230000,틸라피아[오레오크로미스(Oreochromis)속],Tilapias (Oreochromis spp.),KG
300,303240000,메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속],"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KG
301,303250000,잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속],"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",KG
302,303260000,뱀장어[앙귈라(Anguilla)속],Eels (Anguilla spp.),KG
303,303290000,기타,Other,KG
304,303310000,넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)],"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",KG
305,303320000,가자미[플루로넥테스 플라테사(Pleuronectes platessa)],Plaice (Pleuronectes platessa),KG
306,303330000,서대[솔레아(Solea)속],Sole (Solea spp.),KG
307,303340000,터벗(turbots)[프세타 맥시마(Psetta maxima)],Turbots (Psetta maxima),KG
308,303391000,가자미[플루로넥테스 플라테사(Pleuronectes platessa)를 제외한다],"Plaice, other than Pleuronectes platessa",KG
309,303399000,기타,Other,KG
310,303410000,날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)],Albacore or longfinned tunas (Thunnus alalunga),KG
311,303420000,황다랑어[터너스 알바카레스(Thunnus albacares)],Yellowfin tunas (Thunnus albacares),KG
312,303430000,가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)],Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),KG
313,303440000,눈다랑어[터너스 오베서스(Thunnus obesus)],Bigeye tunas (Thunnus obesus),KG
314,303451000,대서양 참다랑어[터너스 티너스(Thunnus thynnus)],Atlantic bluefin tunas (Thunnus thynnus),KG
315,303452000,태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)],Pacific bluefin tunas (Thunnus orientalis),KG
316,303460000,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],Southern bluefin tunas (Thunnus maccoyii),KG
317,303490000,기타,Other,KG
318,303510000,청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)],"Herrings (Clupea harengus, Clupea pallasii)",KG
319,303530000,"정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",KG
320,303540000,고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)],"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",KG
321,303550000,전갱이[트라커러스(Trachurus)속],Jack and horse mackerel (Trachurus spp.),KG
322,303560000,날쌔기[라키센트론 카나둠(Rachycentron canadum)],Cobia (Rachycentron canadum),KG
323,303570000,황새치[자이피어스 글래디어스(Xiphias gladius)],Swordfish (Xiphias gladius),KG
324,303591000,삼치[스콤버로모러스(Scomberomorus)속],seerfishes (Scomberomorus spp.),KG
325,303592000,꽁치[콜로라비스 사이라(Cololabis saira)],Pacific saury (Cololabis saira),KG
326,303599000,기타,Other,KG
